offerdate,sold_premium,offered_premium,purchase_price,purchase_date,item age,pricing_point,predictedconversionrate,plan_flag,plan_count,plansactive_lastyear_count,planscancelled_lastyear_count,claims_count,claim_amount,price_diff,IsModel,sale_flag,base_rate,manufacturerbrandname_enc,itemcategoryname_enc,itemsupercategorycode_enc
06/03/2023,,69.72,450,06/03/2023,0,@22%,0.17,0,0,0,0,0,0,0.030141844,Yes,0,67.68,57,37,4
08/03/2023,,53.04,1200,01/03/2023,7,@23%,0.32,0,0,1,1,1,1635,-0.202166065,Yes,0,66.48,17,37,4
28/02/2023,,48.24,269,25/02/2023,3,@23%,0.2,0,0,0,0,0,0,-0.191146881,Yes,0,59.64,57,37,4
13/03/2023,,48.12,240,09/03/2023,4,@22%,0.08,0,0,0,0,0,0,0.245341615,Yes,0,38.64,129,25,2
25/03/2023,,48.12,297.1,24/03/2023,1,@22%,0.09,0,0,0,0,0,0,0.098630137,Yes,0,43.8,87,11,1
29/03/2023,,53.4,300,30/06/2022,272,@22%,0.22,0,0,0,0,0,0,0.215846995,Yes,0,43.92,7,16,12
06/03/2023,,33.96,349,27/02/2023,7,@23%,0.12,0,0,0,0,0,0,0.063909774,Yes,0,31.92,89,19,2
01/04/2023,,48.12,200,01/04/2023,0,@22%,0.15,0,0,0,0,0,0,0.148997135,Yes,0,41.88,57,8,2
22/03/2023,,47.64,300,22/03/2023,0,@23%,0.59,1,4,9,5,2,682.87,0.036553525,Yes,0,45.96,57,16,12
14/03/2023,,47.76,398.16,12/03/2023,2,@22%,0.1,0,0,0,0,0,0,0.198795181,Yes,0,39.84,7,25,2
13/04/2023,,47.76,300,31/03/2023,13,@23%,0.12,0,0,0,0,0,0,0.058510638,Yes,0,45.12,34,11,1
04/04/2023,,48.12,759,02/02/2023,61,@23%,0.24,0,0,0,0,0,0,-0.071759259,Yes,0,51.84,129,16,12
04/04/2023,,48.24,192,17/03/2023,18,@22%,0.13,0,0,0,0,0,0,0.077747989,Yes,0,44.76,129,9,2
20/03/2023,,48.72,239.98,20/03/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,0,48.72,62,12,4
15/03/2023,,48.12,379.99,20/02/2023,23,@23%,0.14,0,0,0,0,0,0,0.066489362,Yes,0,45.12,129,25,2
24/03/2023,,44.28,379,05/03/2023,19,@22%,0.22,0,0,0,0,,,0.111445783,Yes,0,39.84,7,15,12
20/03/2023,93.36,93.36,430.87,20/03/2023,0,@22%,0.45,1,1,1,0,0,0,0.298831386,Yes,1,71.88,57,37,4
28/03/2023,,48.12,200,28/03/2023,0,@23%,0.2,0,0,0,0,0,0,-0.193158954,Yes,0,59.64,62,37,4
20/03/2023,53.04,53.04,733.23,10/01/2023,69,@23%,0.38,1,1,1,0,0,0,-0.049462366,Yes,1,55.8,129,25,2
24/04/2023,,69.72,444,23/04/2023,1,@23%,0.07,0,0,0,0,0,0,0.21802935,Yes,0,57.24,74,34,3
27/03/2023,,51.48,409.99,01/03/2023,26,ASIS FEE,1,0,0,0,0,0,0,0,No,0,51.48,62,11,1
19/04/2023,,53.4,353.08,19/04/2021,730,@22%,0.25,0,0,0,0,0,0,0.090686275,Yes,0,48.96,94,17,6
01/03/2023,,72.24,399,25/02/2023,4,@22%,0.06,0,0,0,0,0,0,0.086642599,Yes,0,66.48,17,36,4
07/03/2023,,48.12,265.77,07/03/2023,0,@22%,0.06,0,0,0,0,0,0,0.16909621,Yes,0,41.16,7,11,1
12/03/2023,,48.12,200,12/03/2023,0,@22%,0.06,0,0,0,0,0,0,0.16909621,Yes,0,41.16,7,12,4
03/04/2023,,69.72,200,03/04/2023,0,@22%,0.22,0,0,0,0,0,0,0.030141844,Yes,0,67.68,57,37,4
03/03/2023,,53.4,416.64,24/02/2023,7,@23%,0.07,0,0,0,0,0,0,0.297376093,Yes,0,41.16,34,25,2
03/04/2023,,51,629,11/01/2023,82,@22%,0.24,0,0,0,0,,,0.295731707,Yes,0,39.36,57,14,12
14/04/2023,,52.68,253.96,10/04/2023,4,@22%,0.11,0,0,0,0,0,0,0.279883382,Yes,0,41.16,7,11,1
03/04/2023,,69.36,349,17/01/2023,76,@23%,0.26,0,0,1,1,,,0.088512241,Yes,0,63.72,7,37,4
20/03/2023,,47.76,449,20/02/2022,393,@23%,0.34,0,0,0,0,0,0,-0.072261072,Yes,0,51.48,57,16,12
20/03/2023,,34.68,240,20/03/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,0,34.68,86,32,13
10/04/2023,48.24,48.24,491.01,02/02/2023,67,@22%,0.2,0,0,0,0,0,0,-0.090497738,Yes,1,53.04,50,37,4
04/03/2023,,53.4,779,19/10/2022,136,@23%,0.07,0,0,0,0,0,0,0.253521127,Yes,0,42.6,12,11,1
25/03/2023,,53.4,350,25/03/2023,0,@23%,0.07,0,0,0,0,0,0,0.215846995,Yes,0,43.92,7,16,12
31/03/2023,,48.24,237.95,05/01/2023,85,@23%,0.27,0,0,0,0,0,0,-0.191146881,Yes,0,59.64,62,37,4
10/03/2023,57.72,57.72,229,10/03/2023,0,@23%,0.34,1,1,1,0,,,-0.032193159,Yes,1,59.64,62,37,4
13/03/2023,48.12,48.12,410,13/03/2023,0,@23%,0.58,0,0,13,13,2,210.01,0.148997135,Yes,1,41.88,62,8,2
15/03/2023,,39.84,250,13/03/2023,2,ASIS FEE,1,0,0,0,0,0,0,0,No,0,39.84,7,16,12
29/03/2023,47.76,47.76,426.87,28/01/2023,60,@22%,0.12,0,0,0,0,0,0,-0.026894866,Yes,1,49.08,7,11,1
21/03/2023,,44.28,325.6,21/03/2023,0,@23%,0.09,0,0,0,0,0,0,-0.018617021,Yes,0,45.12,41,8,2
01/03/2023,,69.36,329,24/01/2023,36,@22%,0.22,0,0,0,0,0,0,0.090566038,Yes,0,63.6,57,37,4
14/03/2023,,69.72,649,09/03/2023,5,@22%,0.08,0,0,0,0,0,0,-0.023529412,Yes,0,71.4,74,34,3
14/03/2023,69.36,69.36,270,15/12/2022,89,@22%,0.31,0,0,0,0,,,0.162977867,Yes,1,59.64,57,37,4
24/03/2023,69.72,69.72,460,17/03/2023,7,@23%,0.33,1,1,1,0,0,0,0.010434783,Yes,1,69,57,36,4
08/04/2023,45.6,45.6,628,29/03/2023,10,@23%,0.16,0,0,0,0,0,0,0.010638298,Yes,1,45.12,129,25,2
19/04/2023,,34.68,240,19/04/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,0,34.68,86,32,13
12/04/2023,,34.92,150,15/01/2023,87,@23%,0.13,0,0,0,0,0,0,-0.010204082,Yes,0,35.28,16,25,2
30/03/2023,45.12,45.12,479.99,14/10/2021,532,ASIS FEE,1,1,1,2,1,,,0,No,1,45.12,129,11,1
01/03/2023,,48.24,300,24/02/2023,5,@23%,0.39,1,1,1,0,0,0,-0.191146881,Yes,0,59.64,57,37,4
09/03/2023,,32.52,300,06/03/2023,3,@23%,0.2,0,0,0,0,0,0,-0.062283737,Yes,0,34.68,34,9,2
21/03/2023,,69.72,300,26/08/2022,207,@22%,0.31,0,0,0,0,0,0,0.169014085,Yes,0,59.64,57,37,4
29/03/2023,,48,320,27/03/2023,2,@22%,0.14,0,0,0,0,0,0,-0.145299145,Yes,0,56.16,16,8,2
08/03/2023,,47.76,200,04/01/2023,63,@23%,0.74,1,5,7,1,4,381.34,0.140401146,Yes,0,41.88,57,8,2
12/04/2023,,69.72,280,07/02/2023,64,@23%,0.31,0,0,0,0,0,0,0.19301848,Yes,0,58.44,56,37,4
03/03/2023,,61.2,739,15/05/2022,292,ASIS FEE,1,0,0,0,0,0,0,0,No,0,61.2,0,37,4
04/04/2023,,44.28,200,04/04/2023,0,@23%,0.12,0,0,0,0,0,0,-0.036553525,Yes,0,45.96,127,24,2
28/02/2023,,53.4,300,24/02/2023,4,@22%,0.14,0,0,0,0,0,0,0.161879896,Yes,0,45.96,62,16,12
06/03/2023,47.28,47.28,200,08/03/2023,-2,@22%,0.65,1,5,8,1,1,85.03,0.128939828,Yes,1,41.88,57,25,2
13/04/2023,50.76,50.76,275.22,11/04/2023,2,@22%,0.45,1,1,1,0,0,0,-0.14889336,Yes,1,59.64,62,37,4
23/03/2023,47.88,47.88,321.14,22/03/2023,1,ASIS FEE,1,1,2,2,0,,,0,No,1,47.88,56,12,4
07/04/2023,,69.72,419,31/03/2023,7,@23%,0.14,0,0,0,0,0,0,0.010434783,Yes,0,69,57,36,4
16/03/2023,,47.76,300,15/03/2023,1,@23%,0.07,0,0,0,0,0,0,0.160349854,Yes,0,41.16,7,11,1
03/04/2023,,26.52,300,31/03/2023,3,ASIS FEE,1,0,0,0,0,0,0,0,No,0,26.52,129,19,2
20/03/2023,,47.76,300,20/03/2023,0,@23%,0.12,0,0,0,0,0,0,0.039164491,Yes,0,45.96,62,11,1
06/03/2023,,53.4,249,28/02/2023,6,@22%,0.06,0,0,0,0,0,0,0.297376093,Yes,0,41.16,7,12,4
16/03/2023,,69.72,1200,16/03/2023,0,@23%,0.09,0,0,0,0,0,0,-0.02680067,Yes,0,71.64,74,16,12
22/03/2023,,69.72,289.99,15/03/2023,7,@22%,0.11,0,0,0,0,0,0,0.094161959,Yes,0,63.72,7,37,4
07/04/2023,,48.24,424.13,06/04/2023,1,@22%,0.08,0,0,0,0,0,0,-0.017114914,Yes,0,49.08,7,12,4
24/03/2023,,58.44,280,24/03/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,0,58.44,56,37,4
22/03/2023,,41.88,200,15/11/2022,127,ASIS FEE,1,0,0,0,0,,,0,No,0,41.88,57,24,2
04/04/2023,,48.12,130.2,25/01/2023,69,@23%,0.38,1,1,1,0,0,0,-0.15932914,Yes,0,57.24,65,34,3
04/03/2023,29.28,29.28,300,17/01/2023,46,@22%,0.46,1,1,5,4,2,224.07,0.104072398,Yes,1,26.52,129,19,2
17/03/2023,,62.28,499,14/03/2023,3,@22%,0.1,0,0,0,0,0,0,0.116129032,Yes,0,55.8,74,37,4
12/04/2023,,48.12,348.75,08/04/2023,4,@23%,0.12,0,0,0,0,0,0,0.005012531,Yes,0,47.88,56,12,4
06/03/2023,,47.76,350,14/02/2023,20,@23%,0.07,0,0,0,0,0,0,0.198795181,Yes,0,39.84,7,11,1
03/04/2023,,91.56,799.99,31/03/2023,3,@23%,0.16,0,0,0,0,0,0,0.299829642,Yes,0,70.44,129,36,4
15/03/2023,,72.12,350,11/03/2023,4,@22%,0.1,0,0,0,0,0,0,0.131826742,Yes,0,63.72,7,37,4
10/04/2023,,32.4,339.99,04/04/2023,6,@22%,0.21,0,0,0,0,0,0,-0.065743945,Yes,0,34.68,34,9,2
07/03/2023,,48.24,439,07/03/2023,0,@23%,0.15,0,0,0,0,0,0,-0.090497738,Yes,0,53.04,11,37,4
18/03/2023,,48.12,699,15/03/2023,3,@23%,0.09,0,0,0,0,0,0,-0.106904232,Yes,0,53.88,30,13,7
24/04/2023,,31.32,217.94,24/04/2023,0,@23%,0.09,0,0,0,0,0,0,-0.018796992,Yes,0,31.92,7,25,2
06/03/2023,,32.64,800,20/02/2023,14,@22%,0.13,0,0,0,0,0,0,0.230769231,Yes,0,26.52,0,19,2
09/03/2023,,32.4,300,08/03/2023,1,@23%,0.09,0,0,0,0,0,0,-0.065743945,Yes,0,34.68,86,32,13
03/04/2023,69.72,69.72,255.92,03/07/2022,274,@22%,0.3,0,0,0,0,0,0,0.19301848,Yes,1,58.44,56,37,4
14/04/2023,63.96,63.96,333.21,13/04/2023,1,@23%,0.43,1,2,4,2,2,295.72,0.072434608,Yes,1,59.64,57,37,4
07/03/2023,,32.4,300,07/12/2022,90,@23%,0.14,0,0,0,0,0,0,0.058823529,Yes,0,30.6,7,15,12
24/04/2023,63.6,63.6,579,24/04/2023,0,@22%,0.37,1,2,2,0,0,0,-0.0433213,Yes,1,66.48,56,37,4
24/04/2023,,37.92,300,31/03/2023,24,@22%,0.13,0,0,0,0,0,0,-0.159574468,Yes,0,45.12,0,11,1
28/03/2023,,69.48,258.97,18/03/2023,10,@23%,0.11,0,0,0,0,0,0,0.09039548,Yes,0,63.72,7,37,4
11/04/2023,57.72,57.72,550,18/08/2021,601,@23%,0.58,1,5,14,4,3,170.06,0.178921569,Yes,1,48.96,107,12,4
20/03/2023,,53.4,719,17/02/2023,31,@22%,0.14,0,0,0,0,0,0,0.183510638,Yes,0,45.12,0,16,12
12/03/2023,,69.72,399,06/03/2023,6,@23%,0.07,0,0,0,0,0,0,0.21802935,Yes,0,57.24,74,34,3
22/03/2023,,41.88,300,25/02/2023,25,@22%,0.19,0,0,0,0,0,0,0.29739777,Yes,0,32.28,19,9,2
12/04/2023,47.88,47.88,300,06/04/2023,6,ASIS FEE,1,0,0,0,0,0,0,0,No,1,47.88,5,12,4
21/03/2023,,53.4,407.88,30/01/2023,50,@23%,0.11,0,0,0,0,0,0,0.08801956,Yes,0,49.08,7,16,12
07/03/2023,,47.52,300,01/03/2023,6,@22%,0.13,0,0,0,0,0,0,0.298360656,Yes,0,36.6,62,15,12
14/04/2023,,89.64,430.46,13/04/2023,1,@22%,0.11,0,0,0,0,0,0,0.299130435,Yes,0,69,62,36,4
29/03/2023,29.16,29.16,300,29/03/2022,365,@23%,0.33,0,0,0,0,0,0,0.099547511,Yes,1,26.52,129,19,2
15/04/2023,,32.28,200,15/02/2023,59,@23%,0.19,0,0,0,0,0,0,0,Yes,0,32.28,107,19,2
28/03/2023,50.76,50.76,249,20/03/2023,8,@23%,0.25,1,1,1,0,1,97.88,0.233236152,Yes,1,41.16,7,12,4
15/03/2023,,67.08,1200,08/03/2023,7,ASIS FEE,1,0,0,1,1,0,0,0,No,0,67.08,30,13,7
27/03/2023,51.48,51.48,400,27/03/2023,0,ASIS FEE,1,0,,,,0,0,0,No,1,51.48,57,11,1
31/03/2023,,43.44,199,21/11/2022,130,@22%,0.25,0,0,1,1,0,0,0.297491039,Yes,0,33.48,93,29,2
20/03/2023,,66.84,485,20/03/2023,0,@22%,0.11,0,0,0,0,0,0,0.298368298,Yes,0,51.48,57,16,12
11/03/2023,,69.72,449,10/03/2023,1,@23%,0.25,0,0,4,4,0,0,0.21802935,Yes,0,57.24,74,34,3
13/04/2023,,62.16,249,17/01/2023,86,@23%,0.26,1,1,1,0,,,0.085953878,Yes,0,57.24,74,34,3
16/03/2023,,32.28,300,02/03/2023,14,@23%,0.21,0,0,0,0,0,0,-0.069204152,Yes,0,34.68,0,9,2
30/03/2023,,48.24,429.99,30/01/2023,59,@22%,0.43,1,1,2,1,,,0.098360656,Yes,0,43.92,7,16,12
03/03/2023,,53.4,300,24/02/2023,7,@22%,0.14,0,0,0,0,0,0,0.183510638,Yes,0,45.12,129,16,12
28/03/2023,,57.72,419,28/03/2023,0,@22%,0.38,1,1,1,0,,,-0.147163121,Yes,0,67.68,57,37,4
04/04/2023,41.88,41.88,300,02/04/2023,2,ASIS FEE,1,0,0,0,0,0,0,0,No,1,41.88,62,25,2
09/04/2023,,41.16,280,07/04/2023,2,ASIS FEE,1,0,0,0,0,0,0,0,No,0,41.16,129,8,2
03/03/2023,47.76,47.76,450,03/03/2023,0,@22%,0.12,0,0,0,0,0,0,0.140401146,Yes,1,41.88,62,8,2
01/03/2023,45.12,45.12,300,12/12/2022,79,ASIS FEE,1,1,5,7,2,4,397.04,0,No,1,45.12,112,17,6
26/03/2023,,62.28,219,21/03/2023,5,@23%,0.05,0,0,0,0,0,0,0.088050314,Yes,0,57.24,74,34,3
25/03/2023,,53.4,239,25/03/2023,0,@22%,0.06,0,0,0,0,0,0,0.115288221,Yes,0,47.88,56,12,4
01/04/2023,48.12,48.12,245.02,01/06/2022,304,@22%,0.18,0,0,0,0,0,0,0.16909621,Yes,1,41.16,7,11,1
08/04/2023,62.28,62.28,1200,23/02/2023,44,@22%,0.12,0,0,0,0,0,0,0.065708419,Yes,1,58.44,73,8,2
14/03/2023,,37.68,199,15/01/2023,58,@23%,0.14,0,0,0,0,0,0,0.125448029,Yes,0,33.48,93,29,2
13/03/2023,,63.6,374,13/03/2023,0,@22%,0.18,0,0,0,0,0,0,-0.0433213,Yes,0,66.48,17,37,4
24/04/2023,45.96,45.96,368.82,11/05/2022,348,ASIS FEE,1,0,0,0,0,0,0,0,No,1,45.96,57,11,1
05/04/2023,,47.76,300,27/02/2023,37,@22%,0.2,0,0,0,0,0,0,0.090410959,Yes,0,43.8,21,16,12
28/03/2023,63.6,63.6,350,25/03/2023,3,ASIS FEE,1,1,1,1,0,0,0,0,No,1,63.6,57,37,4
13/03/2023,,53.4,600,07/02/2023,34,@22%,0.18,0,0,0,0,0,0,0.183510638,Yes,0,45.12,34,16,12
12/04/2023,,48.24,409.99,09/04/2023,3,@22%,0.11,0,0,0,0,0,0,0.151862464,Yes,0,41.88,57,8,2
19/04/2023,53.4,53.4,300,01/04/2022,383,@23%,0.59,0,0,0,0,0,0,0.115288221,Yes,1,47.88,56,12,4
13/03/2023,,69.72,349,27/02/2023,14,@22%,0.22,0,0,0,0,0,0,0.096226415,Yes,0,63.6,57,37,4
14/04/2023,,48.12,479.99,20/03/2023,25,@23%,0.18,0,0,0,0,,,-0.065268065,Yes,0,51.48,57,11,1
06/03/2023,,26.52,300,02/03/2023,4,ASIS FEE,1,0,0,0,0,0,0,0,No,0,26.52,34,19,2
08/03/2023,,47.76,689.99,15/11/2022,113,@23%,0.37,1,1,1,0,,,0.058510638,Yes,0,45.12,0,11,1
03/04/2023,,48.24,300,28/02/2023,34,@23%,0.12,0,0,0,0,0,0,0.138810198,Yes,0,42.36,71,11,1
06/03/2023,34.92,34.92,266,27/02/2023,7,@22%,0.09,0,0,0,0,0,0,0.006920415,Yes,1,34.68,7,14,12
04/04/2023,,48.24,400,31/03/2023,4,@22%,0.1,0,0,0,0,0,0,0.151862464,Yes,0,41.88,62,8,2
11/04/2023,,47.76,759,28/02/2023,42,@23%,0.25,0,0,0,0,0,0,-0.078703704,Yes,0,51.84,129,16,12
28/02/2023,,32.4,230.79,29/01/2023,30,@23%,0.12,0,0,0,0,0,0,-0.065743945,Yes,0,34.68,7,14,12
14/04/2023,,28.32,300,31/03/2023,14,@23%,0.21,0,0,0,0,0,0,-0.12267658,Yes,0,32.28,21,9,2
26/03/2023,,53.4,350,26/03/2023,0,@22%,0.1,0,0,0,0,0,0,0.115288221,Yes,0,47.88,17,12,4
11/03/2023,,82.56,400,31/08/2022,192,@22%,0.44,1,1,1,0,,,0.298113208,Yes,0,63.6,57,37,4
08/03/2023,69.72,69.72,300,08/12/2022,90,@22%,0.51,1,2,2,0,,,0.169014085,Yes,1,59.64,62,37,4
25/03/2023,69.72,69.72,500,25/03/2021,730,@22%,0.43,1,1,1,0,,,0.102466793,Yes,1,63.24,107,37,4
01/03/2023,48.24,48.24,700,25/01/2023,35,@23%,0.52,1,2,4,2,2,85.03,0.069148936,Yes,1,45.12,7,16,12
08/03/2023,,41.88,309.99,01/09/2022,188,ASIS FEE,1,0,0,0,0,0,0,0,No,0,41.88,62,25,2
09/03/2023,,47.76,733.23,19/02/2023,18,@23%,0.25,0,0,0,0,0,0,-0.144086022,Yes,0,55.8,129,25,2
19/04/2023,,69.72,1200,18/04/2023,1,@23%,0.1,0,0,0,0,0,0,0.19301848,Yes,0,58.44,73,8,2
09/03/2023,48.12,48.12,200,09/06/2022,273,@23%,0.69,1,5,8,1,0,0,0.268987342,Yes,1,37.92,127,14,12
24/03/2023,69.36,69.36,500,24/03/2023,0,@23%,0.17,0,0,0,0,0,0,0.024822695,Yes,1,67.68,57,37,4
01/03/2023,38.04,38.04,300,17/02/2023,12,@23%,0.17,0,0,0,0,0,0,0.025889968,Yes,1,37.08,129,19,2
21/03/2023,,34.92,1129,06/01/2023,74,@22%,0.19,0,0,0,0,0,0,0.006920415,Yes,0,34.68,0,15,12
17/03/2023,,47.76,640,16/03/2023,1,@22%,0.09,0,0,0,0,0,0,-0.113585746,Yes,0,53.88,30,13,7
03/04/2023,,47.76,300,03/04/2023,0,@23%,0.09,0,0,0,0,0,0,0.039164491,Yes,0,45.96,57,11,1
13/03/2023,,32.64,300,26/01/2023,46,@23%,0.33,1,1,1,0,0,0,0.066666667,Yes,0,30.6,7,15,12
19/04/2023,63.96,63.96,733.23,29/03/2023,21,@22%,0.65,1,5,5,0,1,90,0.146236559,Yes,1,55.8,129,25,2
13/04/2023,32.28,32.28,300,13/04/2023,0,@22%,0.18,0,0,0,0,0,0,0,Yes,1,32.28,54,19,2
26/03/2023,,48.24,300,23/12/2022,93,@23%,0.38,1,1,1,0,0,0,0.288461538,Yes,0,37.44,77,8,2
07/04/2023,,69.84,406.24,06/04/2023,1,@23%,0.06,0,0,0,0,0,0,0.220125786,Yes,0,57.24,74,34,3
06/04/2023,,48.12,280,11/03/2022,391,@22%,0.33,0,0,0,0,,,-0.047505938,Yes,0,50.52,17,16,12
31/03/2023,,48.24,292.54,21/03/2023,10,@23%,0.2,0,0,0,0,0,0,-0.191146881,Yes,0,59.64,57,37,4
28/02/2023,,53.4,600,25/11/2022,95,@22%,0.17,0,0,0,0,0,0,0.183510638,Yes,0,45.12,34,16,12
24/04/2023,,48.12,599,18/04/2023,6,@22%,0.17,0,0,0,0,0,0,0.148997135,Yes,0,41.88,57,8,2
08/03/2023,,48.12,585.89,28/02/2023,8,@23%,0.07,0,0,0,0,0,0,0.16909621,Yes,0,41.16,12,16,12
13/04/2023,,32.4,89,30/03/2023,14,@22%,0.24,0,0,0,0,0,0,-0.065743945,Yes,0,34.68,56,35,14
31/03/2023,,32.64,319,09/03/2023,22,@23%,0.17,0,0,0,0,0,0,-0.155279503,Yes,0,38.64,7,14,12
16/04/2023,,35.28,300,16/12/2022,121,ASIS FEE,1,0,0,0,0,0,0,0,No,0,35.28,57,19,2
04/04/2023,,69.72,350,09/12/2022,116,@22%,0.26,0,0,0,0,0,0,0.096226415,Yes,0,63.6,62,37,4
09/03/2023,,34.92,90,04/03/2023,5,@22%,0.15,0,0,0,0,0,0,0.006920415,Yes,0,34.68,56,35,14
20/04/2023,,85.44,700,20/09/2022,212,@22%,0.45,1,2,2,0,0,0,0.299270073,Yes,0,65.76,45,16,12
17/03/2023,,48.12,700,10/02/2023,35,@23%,0.19,0,0,0,0,0,0,-0.017156863,Yes,0,48.96,54,16,12
26/03/2023,,38.04,300,10/02/2023,44,@23%,0.18,0,0,0,0,0,0,0.148550725,Yes,0,33.12,17,19,2
16/04/2023,,45.36,683,11/04/2023,5,@23%,0.04,0,0,0,0,0,0,0.173913043,Yes,0,38.64,12,24,2
14/03/2023,,45.6,249.99,11/03/2023,3,@22%,0.17,0,0,0,0,0,0,0.10787172,Yes,0,41.16,7,12,4
19/04/2023,,69.72,681.03,14/04/2023,5,@22%,0.14,0,0,0,0,0,0,0.139215686,Yes,0,61.2,51,36,4
15/04/2023,,49.68,300,24/03/2023,22,@23%,0.17,0,0,0,0,0,0,0.109919571,Yes,0,44.76,129,9,2
10/04/2023,48.24,48.24,228.8,06/04/2023,4,@22%,0.07,0,0,0,0,0,0,0.151862464,Yes,1,41.88,57,25,2
04/03/2023,,48.12,490,04/03/2023,0,@23%,0.12,0,0,0,0,0,0,0.148997135,Yes,0,41.88,57,8,2
29/03/2023,32.64,32.64,180,26/03/2022,368,@23%,0.72,0,0,4,4,1,60,-0.128205128,Yes,1,37.44,67,24,2
23/04/2023,,62.28,262,16/04/2023,7,@23%,0.08,0,0,0,0,0,0,0.088050314,Yes,0,57.24,74,34,3
13/04/2023,,57.24,279,12/04/2023,1,ASIS FEE,1,0,0,0,0,0,0,0,No,0,57.24,74,34,3
10/04/2023,,72.24,569,10/04/2023,0,@22%,0.12,0,0,0,0,0,0,0.180392157,Yes,0,61.2,0,37,4
20/04/2023,57.6,57.6,629,20/04/2023,0,@22%,0.69,1,5,9,2,6,637.63,0.176470588,Yes,1,48.96,107,12,4
20/03/2023,32.52,32.52,1059.99,05/01/2023,74,@23%,0.2,0,0,0,0,0,0,-0.062283737,Yes,1,34.68,0,24,2
05/03/2023,105.24,105.24,472.45,08/02/2023,25,@22%,0.13,0,0,0,0,,,0.299259259,Yes,1,81,7,36,4
03/04/2023,,34.44,300,23/01/2023,70,@22%,0.12,0,0,0,0,0,0,0.298642534,Yes,0,26.52,0,19,2
13/03/2023,,46.8,259,18/01/2023,54,@22%,0.14,0,0,0,0,0,0,0.295681063,Yes,0,36.12,54,25,2
24/03/2023,69.72,69.72,350,24/03/2022,365,@23%,0.33,0,0,0,0,0,0,0.048736462,Yes,1,66.48,56,37,4
22/03/2023,,69.72,569.99,13/03/2023,9,@23%,0.22,0,0,0,0,0,0,0.048736462,Yes,0,66.48,129,37,4
10/04/2023,,48.12,499,03/04/2023,7,@22%,0.12,0,0,0,0,0,0,0.066489362,Yes,0,45.12,129,25,2
27/03/2023,34.68,34.68,190,20/02/2023,35,@22%,0.08,0,0,0,0,0,0,-0.017006803,Yes,1,35.28,16,8,2
28/03/2023,,69.72,379,24/03/2023,4,@22%,0.2,0,0,0,0,0,0,0.096226415,Yes,0,63.6,57,37,4
08/04/2023,43.44,43.44,300,25/02/2022,407,@22%,0.83,1,5,11,2,5,784.16,0.297491039,Yes,1,33.48,105,9,2
05/04/2023,,59.64,244.99,28/03/2023,8,ASIS FEE,1,0,0,0,0,0,0,0,No,0,59.64,62,37,4
12/04/2023,,69.72,319,24/03/2023,19,@22%,0.22,0,0,0,0,0,0,0.048736462,Yes,0,66.48,56,37,4
11/04/2023,,48.24,327,06/04/2023,5,@22%,0.12,0,0,0,0,0,0,0.069148936,Yes,0,45.12,7,12,4
29/03/2023,57.72,57.72,459,04/03/2023,25,@23%,0.51,1,4,4,0,1,85.03,0.118604651,Yes,1,51.6,109,16,12
28/02/2023,,51.48,549,28/02/2023,0,ASIS FEE,1,0,0,0,0,0,0,0,No,0,51.48,57,11,1
08/04/2023,,69.72,399.99,07/04/2023,1,@22%,0.1,0,0,0,0,0,0,0.249462366,Yes,0,55.8,74,37,4
10/03/2023,,32.4,229.99,08/03/2023,2,@22%,0.15,0,0,0,0,0,0,-0.114754098,Yes,0,36.6,57,15,12
21/04/2023,48.12,48.12,349.99,21/10/2022,182,@22%,0.17,0,0,0,0,0,0,0.046997389,Yes,1,45.96,57,11,1
12/04/2023,47.76,47.76,606,12/03/2023,31,@23%,0.44,1,2,2,0,0,0,0.058510638,Yes,1,45.12,0,11,1
24/03/2023,,34.92,197,23/03/2023,1,@23%,0.52,1,2,2,0,0,0,0.081784387,Yes,0,32.28,16,14,12
13/04/2023,,48.12,829,14/03/2023,30,@22%,0.11,0,0,0,0,0,0,0.245341615,Yes,0,38.64,89,24,2
06/03/2023,47.64,47.64,200,08/03/2023,-2,@23%,0.37,1,1,1,0,1,89.07,0.064343164,Yes,1,44.76,57,25,2
01/04/2023,91.68,91.68,370,26/03/2023,6,@22%,0.13,0,0,0,0,0,0,0.299319728,Yes,1,70.56,16,37,4
24/03/2023,48.12,48.12,564,06/03/2023,18,@22%,0.18,0,0,0,0,0,0,-0.137634409,Yes,1,55.8,129,25,2
03/04/2023,,53.4,574,03/04/2023,0,@23%,0.06,0,0,0,0,0,0,0.253521127,Yes,0,42.6,89,11,1
20/03/2023,,48.12,329,17/03/2023,3,@22%,0.14,0,0,0,0,0,0,0.046997389,Yes,0,45.96,62,16,12
15/04/2023,,48.24,329,28/12/2022,108,@23%,0.15,0,0,0,0,0,0,0.151862464,Yes,0,41.88,62,25,2
24/03/2023,,86.4,319,14/03/2023,10,@22%,0.16,0,0,1,1,,,0.299638989,Yes,0,66.48,56,37,4
12/04/2023,,89.64,482.42,28/03/2023,15,@23%,0.19,0,0,0,0,0,0,0.299130435,Yes,0,69,57,36,4
06/04/2023,,48.12,629.6,20/03/2023,17,@22%,0.11,0,0,0,0,0,0,-0.019559902,Yes,0,49.08,12,37,4
